loan_id,customer_id,loan_purpose,loan_amount,outstanding_balance,interest_rate,tenure_months,emi_amount,disbursal_date,loan_status
LN02103,CUST02103,Business Loan,1322000,882953.73,10.01,84,21953.6,2023-04-15,Active
LN02104,CUST02104,Home Loan,2818000,1688909.25,9.36,36,90084.54,2019-06-07,60 DPD
LN02105,CUST02105,Personal Loan,242000,152170.33,13.47,36,8208.83,2019-05-01,30 DPD
LN02106,CUST02106,Personal Loan,344000,235414.04,12.04,180,4137.43,2020-10-28,Active
LN02107,CUST02107,Auto Loan,499000,292187.32,10.48,36,16214.01,2020-07-31,30 DPD
LN02108,CUST02108,Home Loan,2803000,1879435.38,8.22,48,68719.25,2019-04-11,Active
LN02109,CUST02109,Business Loan,991000,525730.68,11.72,48,25960.8,2022-09-18,60 DPD
LN02110,CUST02110,Home Loan,2612000,1713460.71,8.92,60,54119.47,2022-08-11,Active
LN02111,CUST02111,Business Loan,988000,667509.65,12.8,36,33194.53,2022-12-20,Active
LN02112,CUST02112,Home Loan,2043000,1317833.15,8.71,84,32570.1,2021-03-06,Active
LN02113,CUST02113,Home Loan,1950000,1413860.34,7.0,36,60210.34,2022-01-12,Active
LN02114,CUST02114,Education Loan,662000,299736.26,9.71,60,13971.27,2021-04-10,NPA
LN02115,CUST02115,Business Loan,1565000,1138492.1,11.17,48,40577.57,2021-05-20,Active
LN02116,CUST02116,Gold Loan,162000,109614.47,9.38,36,5180.26,2019-02-24,Active
LN02117,CUST02117,Home Loan,2524000,1672133.51,8.76,84,40302.08,2019-08-30,Active
LN02118,CUST02118,Personal Loan,189000,62081.74,13.24,180,2421.23,2019-05-26,Written-Off
LN02119,CUST02119,Home Loan,1181000,544178.32,8.38,120,14567.02,2023-08-25,90+ DPD
LN02120,CUST02120,Home Loan,1294000,837884.5,7.02,24,57947.45,2020-11-27,Active
LN02121,CUST02121,Home Loan,2898000,2089209.99,9.74,60,61203.85,2020-01-03,Active
LN02122,CUST02122,Home Loan,1168000,780823.93,8.7,84,18614.7,2022-04-11,30 DPD
LN02123,CUST02123,Business Loan,1198000,569821.08,12.14,60,26733.68,2023-06-05,90+ DPD
LN02124,CUST02124,Home Loan,1677000,1104608.57,8.68,84,26709.83,2021-07-07,30 DPD
LN02125,CUST02125,Auto Loan,734000,452975.85,8.49,240,6365.18,2021-11-20,30 DPD
LN02126,CUST02126,Auto Loan,614000,420155.25,10.72,48,15785.79,2022-11-17,Active
LN02127,CUST02127,Home Loan,1705000,1256503.47,8.11,84,26668.03,2021-03-13,Active
LN02128,CUST02128,Gold Loan,88000,29049.21,9.02,24,4021.06,2022-12-03,Written-Off
LN02129,CUST02129,Personal Loan,145000,105682.03,12.95,120,2160.73,2020-11-09,Active
LN02130,CUST02130,Business Loan,675000,228303.72,10.95,84,11539.91,2019-09-18,Written-Off
LN02131,CUST02131,Business Loan,1667000,1170376.28,11.49,60,36653.31,2020-10-29,Active
LN02132,CUST02132,Business Loan,1391000,1003792.94,11.77,120,19772.3,2023-07-11,Active
LN02133,CUST02133,Education Loan,527000,176376.85,9.42,84,8591.7,2023-03-23,Written-Off
LN02134,CUST02134,Home Loan,2225000,1538658.46,8.02,60,45136.28,2022-06-23,Active
LN02135,CUST02135,Home Loan,2060000,1348438.43,8.34,180,20092.9,2021-06-06,Active
LN02136,CUST02136,Personal Loan,310000,206914.89,13.18,24,14764.19,2022-12-20,Active
LN02137,CUST02137,Personal Loan,249000,137681.64,12.33,240,2799.2,2021-03-20,60 DPD
LN02138,CUST02138,Business Loan,827000,581796.58,11.9,36,27428.75,2021-04-04,Active
LN02139,CUST02139,Education Loan,573000,384482.94,9.4,60,12006.08,2023-11-01,Active
LN02140,CUST02140,Home Loan,1743000,1151432.05,7.87,36,54514.81,2021-04-30,Active
LN02141,CUST02141,Home Loan,640000,372240.63,9.17,36,20402.5,2020-03-23,30 DPD
LN02142,CUST02142,Home Loan,2061000,1363164.0,8.42,60,42205.15,2023-07-18,Active
LN02143,CUST02143,Personal Loan,431000,216648.78,13.74,12,38645.54,2019-08-05,90+ DPD
LN02144,CUST02144,Home Loan,1279000,534689.45,7.74,180,12031.59,2021-04-10,NPA
LN02145,CUST02145,Auto Loan,440000,180449.98,9.39,36,14071.88,2020-06-13,NPA
LN02146,CUST02146,Auto Loan,566000,365581.03,9.71,36,18186.26,2019-04-27,Active
LN02147,CUST02147,Home Loan,1302000,969484.66,7.46,120,15427.8,2019-08-27,Active
LN02148,CUST02148,Auto Loan,1016000,651754.48,8.46,84,16069.44,2023-06-14,Active
LN02149,CUST02149,Auto Loan,721000,232376.53,11.02,84,12352.86,2021-07-29,Written-Off
LN02150,CUST02150,Personal Loan,140000,100090.31,12.98,24,6654.54,2022-07-23,Active
LN02151,CUST02151,Gold Loan,144000,68698.42,8.82,84,2303.69,2021-10-22,90+ DPD
LN02152,CUST02152,Home Loan,2471000,1843293.83,8.67,48,61104.48,2021-03-08,Active
LN02153,CUST02153,Personal Loan,278000,177935.04,13.27,240,3310.6,2020-10-23,Active
LN02154,CUST02154,Business Loan,950000,699684.89,11.04,84,16286.3,2021-02-02,Active
LN02155,CUST02155,Personal Loan,288000,196284.55,14.28,120,4520.29,2020-09-09,Active
LN02156,CUST02156,Personal Loan,328000,223263.53,13.06,84,5977.67,2020-01-10,Active
LN02157,CUST02157,Auto Loan,778000,537305.16,10.46,60,16706.84,2019-10-17,Active
LN02158,CUST02158,Auto Loan,386000,234449.97,11.12,84,6633.64,2022-02-22,60 DPD
LN02159,CUST02159,Home Loan,2545000,1802266.22,7.45,60,50936.13,2019-06-12,Active
LN02160,CUST02160,Personal Loan,316000,232683.28,14.14,24,15192.98,2021-06-12,Active
LN02161,CUST02161,Personal Loan,245000,113007.2,13.58,48,6643.48,2019-07-16,90+ DPD
LN02162,CUST02162,Auto Loan,1058000,781233.29,9.27,48,26464.22,2020-06-10,Active
LN02163,CUST02163,Personal Loan,293000,193823.71,13.84,84,5464.96,2022-08-11,Active
LN02164,CUST02164,Auto Loan,806000,491761.36,10.08,60,17156.86,2023-01-26,30 DPD
LN02165,CUST02165,Auto Loan,606000,391343.21,9.51,60,12730.09,2023-04-13,Active
LN02166,CUST02166,Home Loan,2272000,1682293.2,10.02,120,30049.82,2019-01-12,Active
LN02167,CUST02167,Home Loan,2757000,1920765.24,8.81,60,56976.89,2019-07-14,Active
LN02168,CUST02168,Personal Loan,175000,92179.83,12.63,36,5865.3,2022-07-13,60 DPD
LN02169,CUST02169,Home Loan,3059000,2086885.5,8.76,12,267173.74,2021-05-17,Active
LN02170,CUST02170,Auto Loan,441000,300048.23,9.85,36,14198.79,2023-12-04,Active
LN02171,CUST02171,Auto Loan,885000,569247.93,9.09,12,77431.5,2023-09-03,Active
LN02172,CUST02172,Home Loan,2299000,1555521.36,8.31,36,72371.53,2019-12-03,Active
LN02173,CUST02173,Business Loan,1618000,1084789.64,12.31,60,36245.49,2019-10-03,Active
LN02174,CUST02174,Personal Loan,388000,287484.66,12.76,36,13028.45,2021-03-25,Active
LN02175,CUST02175,Home Loan,3241000,2360300.71,7.38,24,145666.9,2021-01-22,Active
LN02176,CUST02176,Home Loan,2609000,1710225.37,7.4,240,20858.68,2023-02-26,Active
LN02177,CUST02177,Personal Loan,391000,290239.37,12.44,240,4425.78,2022-06-22,Active
LN02178,CUST02178,Personal Loan,368000,265366.94,13.93,60,8549.37,2021-11-17,Active
LN02179,CUST02179,Business Loan,419000,135449.91,12.33,24,19788.42,2022-05-12,Written-Off
LN02180,CUST02180,Personal Loan,222000,152330.71,12.76,120,3283.35,2021-02-24,Active
LN02181,CUST02181,Business Loan,721000,534816.13,11.83,60,15976.38,2019-11-09,Active
LN02182,CUST02182,Home Loan,1917000,1287974.95,7.45,36,59586.61,2019-12-31,Active
LN02183,CUST02183,Auto Loan,646000,438757.62,9.48,60,13560.89,2021-08-04,Active
LN02184,CUST02184,Business Loan,1155000,385523.06,11.47,12,102334.2,2021-11-26,Written-Off
LN02185,CUST02185,Home Loan,3381000,1140622.81,8.74,240,29856.69,2021-08-29,Written-Off
LN02186,CUST02186,Home Loan,2954000,1991901.02,9.44,120,38127.07,2022-11-16,Active
LN02187,CUST02187,Personal Loan,412000,195446.44,12.62,36,13806.62,2023-11-25,NPA
LN02188,CUST02188,Gold Loan,102000,67963.81,8.34,48,2506.43,2021-05-21,Active
LN02189,CUST02189,Auto Loan,594000,401896.61,10.22,48,15128.21,2020-09-08,Active
LN02190,CUST02190,Auto Loan,645000,385742.55,8.85,120,8118.32,2021-10-16,30 DPD
LN02191,CUST02191,Auto Loan,560000,390836.49,9.27,48,14007.53,2022-06-20,Active
LN02192,CUST02192,Home Loan,1658000,1243364.39,9.19,12,145140.67,2019-04-10,Active
LN02193,CUST02193,Personal Loan,335000,195707.66,14.48,36,11527.76,2021-08-23,60 DPD
LN02194,CUST02194,Home Loan,1973000,1362402.29,7.76,36,61608.44,2023-11-18,Active
LN02195,CUST02195,Personal Loan,373000,279033.56,12.84,180,4680.15,2019-02-13,Active
LN02196,CUST02196,Education Loan,317000,146765.65,10.04,180,3414.26,2019-03-06,90+ DPD
LN02197,CUST02197,Auto Loan,881000,589973.92,10.77,48,22671.63,2022-04-16,Active
LN02198,CUST02198,Gold Loan,160000,84302.0,8.76,12,13974.44,2022-03-16,90+ DPD
LN02199,CUST02199,Home Loan,2661000,1853361.43,7.93,60,53866.38,2020-07-14,Active
LN02200,CUST02200,Personal Loan,322000,205445.13,13.9,84,6016.51,2021-12-26,Active
LN02201,CUST02201,Education Loan,488000,304799.33,9.75,36,15689.17,2021-09-22,30 DPD
LN02202,CUST02202,Home Loan,2452000,1569168.24,8.44,48,60368.21,2022-10-02,Active
LN02203,CUST02203,Home Loan,2297000,1612533.47,9.94,36,74053.04,2019-02-15,Active
LN02204,CUST02204,Personal Loan,327000,231739.49,13.67,48,8881.72,2021-12-29,Active
LN02205,CUST02205,Personal Loan,350000,231055.45,12.56,84,6283.76,2022-12-08,Active
LN02206,CUST02206,Gold Loan,130000,45407.84,9.3,48,3253.61,2023-01-17,Written-Off
LN02207,CUST02207,Personal Loan,425000,145041.75,12.92,48,11384.82,2020-09-12,Written-Off
LN02208,CUST02208,Business Loan,890000,613816.25,11.83,84,15630.13,2021-05-22,Active
LN02209,CUST02209,Business Loan,789000,530464.21,12.58,84,14173.92,2019-07-28,Active
LN02210,CUST02210,Home Loan,2386000,1524387.04,9.16,36,76051.96,2021-09-16,Active
LN02211,CUST02211,Auto Loan,539000,385650.23,7.61,48,13060.12,2022-05-15,Active
LN02212,CUST02212,Home Loan,2850000,1216743.62,8.01,120,34593.43,2020-01-16,NPA
LN02213,CUST02213,Home Loan,2394000,1175375.27,8.06,60,48610.46,2022-01-11,90+ DPD
LN02214,CUST02214,Business Loan,1220000,836578.37,11.97,84,21516.77,2019-10-13,Active
LN02215,CUST02215,Home Loan,2454000,840066.34,7.76,48,59633.24,2021-05-21,Written-Off
LN02216,CUST02216,Personal Loan,292000,214118.69,13.24,24,13915.15,2023-01-20,Active
LN02217,CUST02217,Personal Loan,263000,190628.87,13.41,36,8913.54,2023-07-17,Active
LN02218,CUST02218,Home Loan,3120000,2258146.47,7.13,48,74900.61,2020-02-22,Active
LN02219,CUST02219,Personal Loan,278000,156727.77,13.33,48,7503.66,2022-06-15,60 DPD
LN02220,CUST02220,Personal Loan,324000,235386.29,14.25,120,5079.45,2019-12-12,Active
LN02221,CUST02221,Personal Loan,394000,289212.16,12.48,60,8860.18,2020-01-01,Active
LN02222,CUST02222,Business Loan,974000,675541.47,12.09,60,21710.42,2019-12-23,Active
LN02223,CUST02223,Personal Loan,291000,214989.06,13.54,84,5379.67,2019-03-02,Active
LN02224,CUST02224,Home Loan,2327000,1742731.82,7.03,60,46110.33,2020-01-19,Active
LN02225,CUST02225,Home Loan,2643000,1737030.42,8.2,84,41458.21,2022-04-01,Active
LN02226,CUST02226,Auto Loan,869000,589061.48,9.91,84,14386.05,2023-11-05,30 DPD
LN02227,CUST02227,Auto Loan,863000,574021.06,10.98,48,22296.3,2020-07-31,Active
LN02228,CUST02228,Gold Loan,172000,127723.5,8.69,24,7833.33,2019-01-13,Active
LN02229,CUST02229,Auto Loan,954000,568943.13,10.28,240,9383.98,2020-07-25,60 DPD
LN02230,CUST02230,Home Loan,2562000,885409.19,7.92,60,51850.09,2022-02-04,Written-Off
LN02231,CUST02231,Home Loan,3553000,1992111.41,8.73,84,56678.84,2019-12-29,60 DPD
LN02232,CUST02232,Personal Loan,394000,257870.82,14.19,84,7424.98,2022-07-12,Active
LN02233,CUST02233,Auto Loan,563000,373012.77,8.66,60,11594.27,2022-02-05,Active
LN02234,CUST02234,Home Loan,3091000,969017.51,8.6,60,63565.68,2021-04-12,Written-Off
LN02235,CUST02235,Auto Loan,310000,206333.94,10.41,240,3076.26,2020-04-12,Active
LN02236,CUST02236,Business Loan,1361000,1015755.81,11.88,84,23938.12,2020-11-19,Active
LN02237,CUST02237,Auto Loan,685000,287177.41,10.18,120,9120.74,2021-04-16,NPA
LN02238,CUST02238,Auto Loan,537000,383767.96,10.59,48,13772.37,2019-09-25,Active
LN02239,CUST02239,Education Loan,238000,134544.1,8.4,180,2329.75,2019-08-23,60 DPD
LN02240,CUST02240,Home Loan,2399000,1538594.49,8.8,84,38354.64,2021-07-05,Active
LN02241,CUST02241,Home Loan,3412000,2256366.97,9.44,84,55660.88,2023-07-06,Active
LN02242,CUST02242,Home Loan,2682000,1991456.4,8.15,24,121483.16,2019-08-03,Active
LN02243,CUST02243,Home Loan,2203000,1306906.48,7.99,60,44658.35,2020-03-31,60 DPD
LN02244,CUST02244,Business Loan,943000,663325.14,11.48,48,24592.73,2022-07-25,Active
LN02245,CUST02245,Home Loan,3497000,2259524.86,8.73,84,55785.51,2020-08-24,Active
LN02246,CUST02246,Auto Loan,847000,553163.35,11.13,60,18470.79,2019-12-05,Active
LN02247,CUST02247,Auto Loan,691000,232076.92,11.66,24,32418.16,2021-04-04,Written-Off
LN02248,CUST02248,Auto Loan,896000,466208.29,11.26,60,19597.59,2020-12-19,90+ DPD
LN02249,CUST02249,Personal Loan,371000,199080.79,13.22,60,8483.23,2022-04-03,90+ DPD
LN02250,CUST02250,Personal Loan,220000,145338.44,12.81,84,3979.54,2021-11-30,Active
LN02251,CUST02251,Personal Loan,269000,191129.81,12.27,60,6020.52,2022-05-21,Active
LN02252,CUST02252,Business Loan,1426000,978192.48,12.36,60,31980.61,2019-04-25,Active
LN02253,CUST02253,Home Loan,3007000,1772965.81,10.85,84,51250.31,2023-01-24,30 DPD
LN02254,CUST02254,Home Loan,3829000,2585789.92,8.67,84,60965.75,2022-03-04,Active
LN02255,CUST02255,Personal Loan,354000,240308.49,13.77,240,4343.05,2022-09-30,Active
LN02256,CUST02256,Personal Loan,236000,162489.0,13.47,48,6386.48,2019-02-02,Active
LN02257,CUST02257,Personal Loan,298000,199798.94,13.94,84,5574.65,2020-05-29,Active
LN02258,CUST02258,Gold Loan,185000,117358.79,8.5,36,5839.99,2023-04-24,30 DPD
LN02259,CUST02259,Education Loan,499000,352157.37,9.76,120,6528.18,2022-10-07,Active
LN02260,CUST02260,Business Loan,1018000,696250.48,11.76,84,17840.09,2021-01-14,Active
LN02261,CUST02261,Personal Loan,483000,236305.24,13.88,84,9019.44,2021-07-20,90+ DPD
LN02262,CUST02262,Home Loan,2322000,1651510.26,8.49,24,105537.46,2021-10-09,Active
LN02263,CUST02263,Education Loan,548000,352691.65,9.92,240,5259.31,2020-11-10,Active
LN02264,CUST02264,Education Loan,539000,322201.52,8.77,180,5393.4,2020-05-14,60 DPD
LN02265,CUST02265,Personal Loan,382000,285409.82,14.37,48,10509.75,2023-03-02,Active
LN02266,CUST02266,Business Loan,1078000,693932.6,12.78,60,24406.58,2022-07-26,Active
LN02267,CUST02267,Gold Loan,156000,111896.11,8.76,120,1955.94,2023-01-13,Active
LN02268,CUST02268,Personal Loan,481000,320286.73,13.05,60,10956.54,2023-10-26,Active
LN02269,CUST02269,Home Loan,2423000,1661880.1,7.49,60,48540.44,2019-10-29,Active
LN02270,CUST02270,Personal Loan,366000,221651.64,12.57,60,8247.28,2023-03-22,30 DPD
LN02271,CUST02271,Gold Loan,92000,60867.45,8.69,60,1895.96,2021-04-18,Active
LN02272,CUST02272,Home Loan,2502000,1719150.92,8.62,60,51477.19,2021-04-03,Active
LN02273,CUST02273,Auto Loan,680000,461928.05,10.16,48,17298.85,2022-07-24,Active
LN02274,CUST02274,Auto Loan,685000,381860.02,11.39,60,15027.14,2020-08-31,60 DPD
LN02275,CUST02275,Home Loan,1210000,881375.4,8.09,120,14738.25,2022-01-08,Active
LN02276,CUST02276,Auto Loan,626000,467996.33,9.51,120,8103.71,2023-01-14,Active
LN02277,CUST02277,Personal Loan,222000,118018.49,13.43,84,4090.69,2021-03-04,60 DPD
LN02278,CUST02278,Business Loan,1326000,956325.68,11.27,48,34445.29,2019-09-12,Active
LN02279,CUST02279,Auto Loan,518000,260801.17,11.22,84,8929.45,2023-08-16,90+ DPD
LN02280,CUST02280,Education Loan,594000,328262.91,10.93,48,15332.06,2022-05-22,60 DPD
LN02281,CUST02281,Home Loan,3007000,998865.54,9.13,84,48578.48,2019-04-17,Written-Off
LN02282,CUST02282,Home Loan,2053000,1512386.94,9.24,60,42856.43,2022-01-29,Active
LN02283,CUST02283,Business Loan,745000,528703.92,11.87,48,19571.19,2020-09-16,Active
LN02284,CUST02284,Personal Loan,275000,197081.18,14.04,60,6404.47,2022-10-23,Active
LN02285,CUST02285,Home Loan,2201000,1439844.17,9.5,120,28480.4,2023-09-24,Active
LN02286,CUST02286,Home Loan,1763000,1265310.9,8.24,180,17093.32,2020-11-23,Active
LN02287,CUST02287,Personal Loan,273000,204323.87,14.65,36,9416.91,2020-07-15,Active
LN02288,CUST02288,Home Loan,2734000,1467413.2,8.48,60,56065.85,2021-11-18,90+ DPD
LN02289,CUST02289,Personal Loan,193000,131922.13,13.42,48,5218.03,2019-12-23,Active
LN02290,CUST02290,Auto Loan,659000,485521.03,9.3,60,13775.91,2020-02-07,Active
LN02291,CUST02291,Personal Loan,253000,178119.25,13.68,240,3087.48,2023-06-28,Active
LN02292,CUST02292,Business Loan,1028000,669030.53,12.9,60,23337.57,2022-01-23,Active
LN02293,CUST02293,Home Loan,3913000,2925153.76,7.0,120,45433.25,2023-05-13,Active
LN02294,CUST02294,Personal Loan,164000,115863.32,13.77,84,3052.56,2022-03-11,Active
LN02295,CUST02295,Home Loan,2420000,1571574.43,9.08,24,110645.92,2021-09-29,Active
LN02296,CUST02296,Business Loan,1084000,618813.3,12.1,84,19193.58,2019-05-05,60 DPD
LN02297,CUST02297,Business Loan,847000,608707.58,10.43,60,18175.98,2021-12-22,Active
LN02298,CUST02298,Personal Loan,333000,221175.82,12.41,84,5951.62,2021-02-07,Active
LN02299,CUST02299,Personal Loan,169000,120712.46,13.44,24,8069.54,2022-10-27,Active
LN02300,CUST02300,Home Loan,2237000,1669176.58,7.16,36,69235.83,2019-07-23,Active
LN02301,CUST02301,Business Loan,200000,132712.06,14.15,84,3764.59,2019-11-16,Active
LN02302,CUST02302,Auto Loan,649000,449575.42,11.04,48,16786.35,2019-05-19,Active
LN02303,CUST02303,Business Loan,630000,423880.38,11.17,180,7227.96,2022-04-13,Active
LN02304,CUST02304,Home Loan,2735000,1862915.21,9.2,60,57039.95,2023-12-06,Active
LN02305,CUST02305,Personal Loan,427000,283265.49,14.04,12,38347.14,2023-02-24,30 DPD
LN02306,CUST02306,Auto Loan,758000,501796.69,9.71,84,12470.41,2020-08-31,30 DPD
LN02307,CUST02307,Business Loan,978000,507840.01,12.79,60,22147.51,2022-04-20,60 DPD
LN02308,CUST02308,Personal Loan,253000,164762.14,11.83,48,6641.36,2020-09-21,Active
LN02309,CUST02309,Personal Loan,275000,186109.92,13.23,12,24591.94,2021-01-07,Active
LN02310,CUST02310,Business Loan,921000,618535.9,11.58,36,30405.96,2020-05-11,Active
LN02311,CUST02311,Home Loan,2512000,1627847.52,9.94,36,80984.43,2022-02-26,Active
LN02312,CUST02312,Personal Loan,343000,176542.19,12.73,60,7756.98,2023-03-26,90+ DPD
LN02313,CUST02313,Personal Loan,231000,163964.58,14.05,84,4335.33,2023-08-04,Active
LN02314,CUST02314,Home Loan,3361000,2236456.26,7.95,36,105244.02,2020-10-30,Active
LN02315,CUST02315,Personal Loan,281000,137210.91,14.35,84,5320.42,2023-07-05,90+ DPD
LN02316,CUST02316,Auto Loan,703000,486754.41,9.65,120,9154.48,2022-07-08,Active
LN02317,CUST02317,Personal Loan,416000,267319.61,12.53,60,9365.49,2021-12-12,Active
LN02318,CUST02318,Personal Loan,108000,45267.71,13.48,84,1993.02,2022-01-19,NPA
LN02319,CUST02319,Education Loan,118000,83811.51,10.18,36,3817.51,2022-06-27,Active
LN02320,CUST02320,Gold Loan,168000,54263.49,9.42,24,7707.45,2023-08-30,Written-Off
LN02321,CUST02321,Education Loan,501000,164841.46,8.31,48,12303.91,2023-11-20,Written-Off
LN02322,CUST02322,Business Loan,1446000,1080157.21,10.72,84,24546.67,2022-06-05,Active
LN02323,CUST02323,Business Loan,662000,433650.75,11.49,84,11506.33,2020-03-11,30 DPD
LN02324,CUST02324,Education Loan,573000,427702.18,8.71,180,5713.31,2020-12-31,Active
LN02325,CUST02325,Gold Loan,134000,94333.59,8.28,60,2735.03,2023-11-06,Active
LN02326,CUST02326,Education Loan,642000,409380.89,9.13,48,16015.86,2020-09-06,Active
LN02327,CUST02327,Auto Loan,241000,112449.6,10.47,84,4059.65,2023-05-01,90+ DPD
LN02328,CUST02328,Auto Loan,644000,461046.29,9.78,36,20713.61,2022-01-17,Active
LN02329,CUST02329,Business Loan,1218000,523697.24,11.05,120,16812.44,2019-10-22,NPA
LN02330,CUST02330,Auto Loan,533000,262510.81,9.27,48,13332.17,2021-05-05,90+ DPD
LN02331,CUST02331,Education Loan,492000,351034.38,9.86,36,15843.14,2021-12-01,Active
LN02332,CUST02332,Home Loan,2537000,1712504.0,8.41,36,79981.08,2020-11-18,Active
LN02333,CUST02333,Business Loan,1101000,583272.51,11.43,240,11688.33,2023-04-16,90+ DPD
LN02334,CUST02334,Personal Loan,202000,137579.26,14.01,60,4701.23,2020-08-05,Active
LN02335,CUST02335,Home Loan,2136000,988092.72,9.15,36,68073.45,2020-04-17,90+ DPD
LN02336,CUST02336,Education Loan,574000,429480.27,10.11,36,18551.02,2023-02-02,Active
LN02337,CUST02337,Personal Loan,367000,254181.93,13.42,48,9922.37,2019-03-16,Active
LN02338,CUST02338,Home Loan,2629000,1779664.66,7.78,24,118638.93,2023-12-22,Active
LN02339,CUST02339,Home Loan,2243000,1656804.82,8.32,24,101772.49,2021-09-05,Active
LN02340,CUST02340,Home Loan,2570000,1887274.47,7.93,84,39967.0,2020-01-23,Active
LN02341,CUST02341,Home Loan,3132000,2009974.78,7.0,84,47270.27,2023-10-19,Active
LN02342,CUST02342,Auto Loan,742000,540509.48,9.81,240,7067.31,2023-02-14,Active
LN02343,CUST02343,Business Loan,646000,447433.5,10.28,24,29893.18,2020-06-23,Active
LN02344,CUST02344,Personal Loan,199000,141939.33,12.92,120,2961.9,2021-09-02,Active
LN02345,CUST02345,Auto Loan,708000,462975.3,9.53,48,17797.33,2019-01-02,Active
LN02346,CUST02346,Education Loan,251000,178860.16,10.74,48,6455.58,2023-04-11,Active
LN02347,CUST02347,Personal Loan,371000,246116.14,12.55,24,17559.7,2021-04-19,Active
LN02348,CUST02348,Auto Loan,505000,328604.45,10.19,240,4937.1,2022-04-09,Active
LN02349,CUST02349,Personal Loan,196000,127919.27,13.25,240,2331.28,2023-02-06,Active
LN02350,CUST02350,Auto Loan,1054000,575425.2,10.37,120,14145.54,2020-02-26,60 DPD
LN02351,CUST02351,Home Loan,2117000,740022.0,7.97,24,95717.21,2023-04-06,Written-Off
LN02352,CUST02352,Gold Loan,163000,104907.93,7.74,120,1955.32,2021-03-28,Active
LN02353,CUST02353,Home Loan,2949000,1989772.44,8.59,60,60631.25,2021-02-23,Active
LN02354,CUST02354,Personal Loan,431000,300221.15,13.51,24,20593.92,2019-10-13,Active
LN02355,CUST02355,Home Loan,2055000,1357895.2,8.65,36,65014.22,2021-01-24,Active
LN02356,CUST02356,Auto Loan,737000,395687.99,9.76,84,12143.87,2021-03-21,90+ DPD
LN02357,CUST02357,Personal Loan,289000,162025.49,13.22,120,4352.66,2021-11-27,60 DPD
LN02358,CUST02358,Personal Loan,516000,369162.24,14.14,120,8055.24,2019-05-05,Active
LN02359,CUST02359,Home Loan,983000,542062.55,9.07,60,20438.88,2019-11-11,60 DPD
LN02360,CUST02360,Home Loan,2380000,1004317.97,7.86,60,48098.51,2023-05-14,NPA
LN02361,CUST02361,Education Loan,497000,155779.47,9.38,84,8092.45,2019-02-13,Written-Off
LN02362,CUST02362,Home Loan,2417000,1616885.27,7.54,84,37120.35,2019-11-28,Active
LN02363,CUST02363,Education Loan,283000,149325.41,9.95,36,9124.97,2023-04-16,90+ DPD
LN02364,CUST02364,Personal Loan,133000,39670.57,13.87,84,2482.88,2023-11-07,Written-Off
LN02365,CUST02365,Home Loan,1344000,991918.85,9.63,48,33848.99,2019-06-14,Active
LN02366,CUST02366,Home Loan,3147000,2145311.59,9.09,48,78447.78,2022-10-13,Active
LN02367,CUST02367,Business Loan,995000,703358.91,12.14,24,46903.18,2021-02-01,Active
LN02368,CUST02368,Auto Loan,331000,241009.72,12.06,60,7372.95,2023-03-16,Active
LN02369,CUST02369,Home Loan,3574000,1149762.55,8.78,24,162916.75,2020-12-11,Written-Off
LN02370,CUST02370,Auto Loan,1112000,653240.32,10.44,180,12250.71,2023-01-18,30 DPD
LN02371,CUST02371,Education Loan,545000,309595.63,8.05,60,11063.68,2022-05-27,60 DPD
LN02372,CUST02372,Personal Loan,338000,220098.07,14.15,240,4239.97,2020-10-27,Active
LN02373,CUST02373,Personal Loan,308000,224924.97,15.43,36,10741.89,2019-07-03,Active
LN02374,CUST02374,Home Loan,2030000,1442087.01,8.73,84,32383.35,2022-11-07,Active
LN02375,CUST02375,Home Loan,1127000,793538.97,9.13,180,11518.1,2022-08-15,Active
LN02376,CUST02376,Personal Loan,203000,129421.35,14.39,36,6976.57,2020-02-07,Active
LN02377,CUST02377,Education Loan,492000,366790.03,10.94,24,22917.35,2020-10-23,Active
LN02378,CUST02378,Personal Loan,352000,165284.02,13.99,60,8188.6,2020-03-16,90+ DPD
LN02379,CUST02379,Personal Loan,279000,183620.91,12.23,48,7378.69,2020-07-30,Active
LN02380,CUST02380,Personal Loan,291000,139390.0,13.68,36,9900.52,2020-01-14,NPA
LN02381,CUST02381,Personal Loan,304000,91868.92,14.12,240,3806.83,2020-11-04,Written-Off
LN02382,CUST02382,Personal Loan,310000,223489.9,14.06,84,5819.68,2020-07-15,Active
LN02383,CUST02383,Auto Loan,577000,374001.71,9.88,60,12225.5,2023-08-23,Active
LN02384,CUST02384,Home Loan,2810000,1645402.26,8.21,24,127357.99,2019-11-05,60 DPD
LN02385,CUST02385,Education Loan,333000,245606.09,9.21,36,10621.89,2021-09-15,Active
LN02386,CUST02386,Home Loan,2730000,1847775.19,8.38,36,86027.66,2023-02-02,Active
LN02387,CUST02387,Auto Loan,381000,256276.44,10.1,60,8113.88,2019-02-20,Active
LN02388,CUST02388,Personal Loan,193000,143295.22,13.93,60,4483.77,2019-10-03,Active
LN02389,CUST02389,Education Loan,392000,118156.3,9.8,12,34426.58,2021-05-09,Written-Off
LN02390,CUST02390,Education Loan,529000,167029.74,9.15,180,5412.78,2023-04-30,Written-Off
LN02391,CUST02391,Home Loan,2677000,1903224.93,7.55,60,53705.22,2022-12-28,Active
